Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387156,22.5650526933696,7.79321853789217,12.7254778087103,33.1802743753956,20.6428588670596,0.389437653561617,0.0500181363468309,3.10758827031434,7.77052583431552,0.48400261181847,2.28001916938101,2.36658195679796,2.37072831904282,2.93268248162323,3.32087090389264,2.26692209450831,3.62604695579816,3.42912324722163,2.03159268395301,1.93762080205229,1.6258650440261,1.89617402592365,1.2754316836741,1.98666133171199,2.02805963071136,1.41109078954246,1.62088661717011,2.04147163139549,6.72520271530048,..
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.304,30.007,25.251,20.835,14.607,13.928,16.872,20.042,20.835,19.023,18.57,17.891,16.985,16.306,15.966,15.626,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,12.79,12.473,11.588,11.584
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74563529228122,2.94859680118948,1.10493826195044,-1.25159664405811,1.78064395924903,5.63724317852112,-0.787842654927246,-1.42003965566391,9.83654897187228,-9.57564016993415,-28.0021416559099,-7.18711091500037,9.5594116849315,8.30286659699671,13.322333321684,9.09999943646361,-10.9199840781391,8.82942375839806,12.8908036407763,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.85640165227306,3.43914949919611
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44697999954224,3.81464004516602,3.08350992202759,3.37947010993958,3.53697991371155,3.59293007850647,3.4301700592041,3.45869994163513,3.11779999732971,3.13823008537292,3.22751998901367,3.28154993057251,3.1914598941803,3.27592992782593,3.50922608375549,..,3.41307497024536,3.24000835418701,3.30906105041504,3.53929996490479,3.21696710586548,3.43796992301941,3.96209001541138,3.61172008514404,3.15294480323792,3.91623997688293,3.3422999382019,3.02255988121033,2.74931001663208,..
Albania,ALB,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.69051,68.41048,..,..,..,..,..,..,..,..,..,..,..,84.39599,86.39145,87.38842,86.48091,86.6726,86.60827,..,..,..,..,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.7129821777344,..,..,..,..,..,..,95.9386367797852,..,..,96.8452987670898,97.2469711303711,..,..,..,..,..,..,..,..,..,98.5,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,6.59999999900017,2.62664165105635,3.65630712983236,6.17283950622715,4.69961240341694,8.23031665265143,9.43073540174557,11.989283322105,17.5239234455033,11.3486005086091,9.51782449754963,14.6548426360634,6.54250963007673,5.9671639303272,8.116397955171,10.4822870444467,12.3716091651299,7.44126091287247,5.91154496373489,9.30436125843166,16.6525343885432,25.8863869348513,31.6696619117149,20.5403261235827,29.0476561173071,29.7796264864999,18.6790758601749,5.73352275357187,4.95016163793114,2.64551113392799,0.339163189071768,4.22598834854673,1.41830192345051,4.268953958395,3.96180030257187,1.38244656662118,2.31149918514424,3.67899574741699,4.85859062814939,5.73706036145628,3.91106195534028,4.5242115050527,8.89145091062317,3.25423910998847,2.91692692067458,4.78444700693889,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,9.26551551551553,9.32217375928322
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.6,24.38,26.23,27.74,31.84,28.315,25.43,26.855,28.545,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.15,12.285,14.04,13.607,12.437,11.814
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-13.605441324599,-19.685041825639,34.3137287802884,5.83941300773422,6.20689821106357,-4.8049709432611,9.45296256279752,10.7962385710967,8.43328028248654,8.86265711008203,-11.3317191682855,27.4239694804128,3.81317629611144,7.49491770454381,5.04534161267405,8.38675648441595,5.2585859864643,9.21483570067687,7.47782655144782,0.790606971851631,2.99999608841051,6.40000411484949,5.40000302450943,5.59999652938872,3.69999725488522,0.40000100279471,-0.699997526217658,-1.00000549066249,4.40000216060025,0.800000580172025,-1.20000058514302,1.80000230244059,-2.10000075769102,-0.899996552733739,3.79999479027065,4.09999847039315,1.09999993888552,5.10000360896734,3.20000155385381,3.80000000133005,2.99999999909843,5.40000000025718,6.50000000017639,4.50000000010007,5.39999999964473,2.9000000001322,3.09999999978203,2.49999999997046,1.20000000003458,4.80000000030061,3.0000000000326,2.39999999959915,2.60000000006077,4.10000000035542,3.19999999974922,3.89999999992476,1.5000000001012,1.40000000013293,0.89999999991042,-5,3.8,3.60000000017391,4.10000000000679
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.18201017379761,6.59742021560669,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.33701992034912,..,..,..,7.63800001144409,7.29199981689453,7.31899976730347,7.96299982070923,7.3439998626709,6.40199995040894,6.32499980926514,6.03700017929077,7.04199981689453,6.29899978637695,..,..
